,Date,StockCode,Quantity,UnitPrice,DayOfWeek,Month,Country,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,pad,prediction,QuantityDiff
10096,2011-06-25,84077,0,0.29,5,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10098,2011-06-25,84077,0,0.29,5,6,Norway,0.0,0.0,0.0,-48.0,48.0,0.0,0.0,1,-0.10842294565921778,0.0
10099,2011-06-25,22197,0,0.72,5,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10102,2011-06-25,84077,0,0.29,5,6,United Kingdom,47.0,-47.0,0.0,48.0,0.0,48.0,-48.0,1,-6.551709854883158,-96.0
10104,2011-06-25,84077,0,0.29,5,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10105,2011-06-25,85099B,0,2.08,5,6,Germany,10.0,0.0,0.0,-10.0,10.0,0.0,0.0,1,-0.10842294565921778,-10.0
10107,2011-06-25,22197,0,0.85,5,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10108,2011-06-25,22197,0,0.85,5,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10109,2011-06-25,22197,0,0.85,5,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10110,2011-06-25,84077,0,0.29,5,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10112,2011-06-25,84077,0,0.21,5,6,Canada,0.0,0.0,0.0,-288.0,288.0,0.0,0.0,1,13.318292101848849,0.0
10113,2011-06-25,84077,0,0.29,5,6,France,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-6.551709854883158,-48.0
10114,2011-06-25,85099B,0,2.08,5,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10115,2011-06-25,85099B,0,2.08,5,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1,-0.10842294565921778,0.0
10116,2011-06-25,22197,0,0.85,5,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10117,2011-06-25,22197,0,0.85,5,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,1,-0.10842294565921778,0.0
10118,2011-06-25,85099B,0,2.08,5,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1,-0.10842294565921778,0.0
10119,2011-06-25,84077,0,0.29,5,6,Denmark,-48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,9.204076155040626,0.0
10120,2011-06-25,85099B,0,1.79,5,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10121,2011-06-25,85099B,0,2.08,5,6,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10122,2011-06-25,85099B,0,2.08,5,6,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10123,2011-06-25,85099B,0,1.79,5,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10124,2011-06-25,22197,0,0.85,5,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10125,2011-06-25,84077,0,0.29,5,6,Hong Kong,0.0,-144.0,144.0,0.0,0.0,0.0,0.0,1,36.028904935041744,0.0
10127,2011-06-25,22197,0,0.85,5,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10128,2011-06-25,85099B,0,2.08,5,6,France,10.0,0.0,0.0,-20.0,20.0,0.0,0.0,1,-0.10842294565921778,-10.0
10129,2011-06-25,85099B,0,2.08,5,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10131,2011-06-25,22197,0,0.85,5,6,Germany,0.0,0.0,0.0,-12.0,12.0,0.0,0.0,1,-0.10842294565921778,0.0
10132,2011-06-25,22197,0,1.0666666666666667,5,6,United Kingdom,16.0,109.0,-45.0,-1.0,-7.0,54.0,-58.0,1,-0.10842294565921778,-126.0
10133,2011-06-25,85099B,0,2.08,5,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10136,2011-06-25,84077,0,0.21,5,6,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.318292101848849,0.0
10137,2011-06-25,22197,0,0.85,5,6,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10138,2011-06-25,85099B,0,3.105,5,6,United Kingdom,-131.0,22.0,-42.0,-164.0,203.0,123.0,-95.0,1,9.204076155040626,-11.0
10139,2011-06-25,85099B,0,1.95,5,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10141,2011-06-25,84077,0,0.29,5,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
10143,2011-06-26,85099B,0,2.08,6,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10146,2011-06-26,22197,0,0.85,6,6,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10147,2011-06-26,22197,0,0.85,6,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10149,2011-06-26,22197,0,0.85,6,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10152,2011-06-26,85099B,0,1.95,6,6,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10154,2011-06-26,84077,0,0.29,6,6,Hong Kong,0.0,0.0,-144.0,144.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10155,2011-06-26,84077,0,0.21,6,6,Canada,0.0,0.0,0.0,0.0,-288.0,288.0,0.0,1,50.10195927642335,0.0
10156,2011-06-26,85099B,0,2.08,6,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10157,2011-06-26,22197,0,0.85,6,6,Germany,0.0,0.0,0.0,0.0,-12.0,12.0,0.0,1,1.008905234488153,0.0
10158,2011-06-26,85099B,0,2.08,6,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10159,2011-06-26,84077,0,0.29,6,6,France,-48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,10.321404335187998,0.0
10160,2011-06-26,85099B,0,2.08,6,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10161,2011-06-26,22197,0,0.85,6,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10163,2011-06-26,85099B,0,1.79,6,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10164,2011-06-26,22197,0,0.85,6,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10165,2011-06-26,84077,0,0.29,6,6,Denmark,0.0,-48.0,48.0,0.0,0.0,0.0,0.0,1,7.179713547893461,0.0
10166,2011-06-26,84077,0,0.29,6,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10167,2011-06-26,22197,0,0.85,6,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10168,2011-06-26,85099B,0,2.08,6,6,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10169,2011-06-26,85099B,0,2.08,6,6,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10170,2011-06-26,84077,0,0.21,6,6,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10171,2011-06-26,85099B,0,1.79,6,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10172,2011-06-26,22197,0,0.85,6,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10173,2011-06-26,84077,0,0.29,6,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10174,2011-06-26,84077,0,0.29,6,6,United Kingdom,-96.0,47.0,-47.0,0.0,48.0,0.0,48.0,1,35.99281584892602,0.0
10175,2011-06-26,84077,0,0.29,6,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10177,2011-06-26,85099B,30,2.08,6,6,United Kingdom,-11.0,-131.0,22.0,-42.0,-164.0,203.0,123.0,1,91.64610947270444,30.0
10178,2011-06-26,85099B,0,2.08,6,6,France,-10.0,10.0,0.0,0.0,-20.0,20.0,0.0,1,1.008905234488153,0.0
10179,2011-06-26,84077,0,0.29,6,6,Norway,0.0,0.0,0.0,0.0,-48.0,48.0,0.0,1,29.837370078265447,0.0
10180,2011-06-26,22197,0,0.85,6,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10183,2011-06-26,22197,0,0.72,6,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10184,2011-06-26,85099B,0,1.95,6,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10185,2011-06-26,84077,0,0.29,6,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10187,2011-06-26,85099B,0,2.08,6,6,Germany,-10.0,10.0,0.0,0.0,-10.0,10.0,0.0,1,1.008905234488153,0.0
10189,2011-06-26,85099B,0,2.08,6,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10190,2011-06-26,22197,0,1.0666666666666667,6,6,United Kingdom,-126.0,16.0,109.0,-45.0,-1.0,-7.0,54.0,1,42.16362416233133,0.0
10192,2011-06-27,22197,12,0.85,0,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,12.0
10193,2011-06-27,22197,0,0.85,0,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10194,2011-06-27,85099B,227,2.875714285714286,0,6,United Kingdom,30.0,-11.0,-131.0,22.0,-42.0,-164.0,203.0,1,34.00810638512985,197.0
10195,2011-06-27,84077,0,0.29,0,6,United Kingdom,0.0,-96.0,47.0,-47.0,0.0,48.0,0.0,1,7.179713547893461,0.0
10196,2011-06-27,22197,0,0.85,0,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10197,2011-06-27,84077,0,0.29,0,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10199,2011-06-27,84077,0,0.29,0,6,France,0.0,-48.0,48.0,0.0,0.0,0.0,0.0,1,7.179713547893461,0.0
10200,2011-06-27,22197,0,0.85,0,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10201,2011-06-27,85099B,0,1.95,0,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10203,2011-06-27,84077,0,0.21,0,6,Canada,0.0,0.0,0.0,0.0,0.0,-288.0,288.0,1,41.08198804427529,0.0
10204,2011-06-27,85099B,10,2.08,0,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,10.0
10206,2011-06-27,85099B,0,2.08,0,6,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10207,2011-06-27,85099B,0,1.79,0,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10208,2011-06-27,84077,0,0.29,0,6,Denmark,0.0,0.0,-48.0,48.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10209,2011-06-27,85099B,0,2.08,0,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10210,2011-06-27,85099B,0,1.79,0,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10211,2011-06-27,85099B,0,2.08,0,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10213,2011-06-27,85099B,0,2.08,0,6,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10214,2011-06-27,85099B,0,2.08,0,6,Germany,0.0,-10.0,10.0,0.0,0.0,-10.0,10.0,1,8.792332449339652,0.0
10216,2011-06-27,22197,0,0.85,0,6,Germany,0.0,0.0,0.0,0.0,0.0,-12.0,12.0,1,8.792332449339652,0.0
10217,2011-06-27,85099B,0,2.08,0,6,France,0.0,-10.0,10.0,0.0,0.0,-20.0,20.0,1,14.142303734681445,0.0
10219,2011-06-27,85099B,0,2.08,0,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10220,2011-06-27,84077,0,0.29,0,6,Norway,0.0,0.0,0.0,0.0,0.0,-48.0,48.0,1,26.680316748226144,0.0
10221,2011-06-27,84077,0,0.29,0,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10222,2011-06-27,84077,48,0.29,0,6,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,48.0
10223,2011-06-27,85099B,0,1.95,0,6,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10224,2011-06-27,22197,48,1.3179999999999998,0,6,United Kingdom,0.0,-126.0,16.0,109.0,-45.0,-1.0,-7.0,1,43.04284741919328,48.0
10226,2011-06-27,84077,0,0.21,0,6,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10227,2011-06-27,22197,0,0.85,0,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10228,2011-06-27,22197,0,0.85,0,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10232,2011-06-27,22197,0,0.72,0,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10233,2011-06-27,84077,0,0.29,0,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10234,2011-06-27,84077,0,0.29,0,6,Hong Kong,0.0,0.0,0.0,-144.0,144.0,0.0,0.0,1,1.008905234488153,0.0
10235,2011-06-27,85099B,0,2.08,0,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10239,2011-06-27,22197,0,0.85,0,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10240,2011-06-27,22197,0,0.85,0,6,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10241,2011-06-28,85099B,0,2.08,1,6,EIRE,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,-10.0
10243,2011-06-28,85099B,200,1.79,1,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,200.0
10244,2011-06-28,85099B,0,1.95,1,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10245,2011-06-28,22197,0,0.85,1,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10247,2011-06-28,85099B,0,2.08,1,6,France,0.0,0.0,-10.0,10.0,0.0,0.0,-20.0,1,1.008905234488153,0.0
10248,2011-06-28,84077,0,0.29,1,6,EIRE,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.434381674735786,-48.0
10249,2011-06-28,22197,0,0.85,1,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10250,2011-06-28,85099B,0,2.08,1,6,Germany,0.0,0.0,-10.0,10.0,0.0,0.0,-10.0,1,1.008905234488153,0.0
10251,2011-06-28,85099B,0,2.08,1,6,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10253,2011-06-28,85099B,0,2.08,1,6,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10255,2011-06-28,85099B,0,2.08,1,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10256,2011-06-28,84077,0,0.21,1,6,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10257,2011-06-28,22197,0,0.85,1,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,1,1.008905234488153,0.0
10258,2011-06-28,85099B,0,2.08,1,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10259,2011-06-28,22197,0,0.85,1,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10261,2011-06-28,22197,56,1.045,1,6,United Kingdom,48.0,0.0,-126.0,16.0,109.0,-45.0,-1.0,1,-5.434381674735786,8.0
10263,2011-06-28,84077,0,0.29,1,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10264,2011-06-28,22197,0,0.72,1,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10266,2011-06-28,85099B,23,2.484,1,6,United Kingdom,197.0,30.0,-11.0,-131.0,22.0,-42.0,-164.0,1,-123.66771836483181,-204.0
10267,2011-06-28,84077,0,0.29,1,6,Hong Kong,0.0,0.0,0.0,0.0,-144.0,144.0,0.0,1,29.837370078265447,0.0
10269,2011-06-28,22197,0,0.85,1,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10270,2011-06-28,85099B,0,1.95,1,6,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10271,2011-06-28,84077,0,0.29,1,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10274,2011-06-28,84077,96,0.29,1,6,United Kingdom,0.0,0.0,-96.0,47.0,-47.0,0.0,48.0,1,49.742416863796194,96.0
10275,2011-06-28,22197,0,0.85,1,6,EIRE,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,-12.0
10276,2011-06-28,85099B,0,2.08,1,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10277,2011-06-28,84077,0,0.21,1,6,Canada,0.0,0.0,0.0,0.0,0.0,0.0,-288.0,1,14.43562028199622,0.0
10278,2011-06-28,84077,0,0.29,1,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,1,1.008905234488153,0.0
10279,2011-06-28,22197,0,0.85,1,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10280,2011-06-28,84077,0,0.29,1,6,Denmark,0.0,0.0,0.0,-48.0,48.0,0.0,0.0,1,1.008905234488153,0.0
10282,2011-06-28,85099B,0,2.08,1,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10283,2011-06-28,22197,0,0.85,1,6,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10284,2011-06-28,84077,0,0.29,1,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10285,2011-06-28,84077,0,0.29,1,6,France,0.0,0.0,-48.0,48.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10286,2011-06-28,22197,0,0.85,1,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10288,2011-06-28,85099B,0,1.79,1,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10290,2011-06-29,85099B,0,2.08,2,6,Germany,0.0,0.0,0.0,-10.0,10.0,0.0,0.0,1,1.008905234488153,0.0
10293,2011-06-29,22197,0,0.85,2,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10294,2011-06-29,84077,3,0.63,2,6,United Kingdom,96.0,0.0,0.0,-96.0,47.0,-47.0,0.0,1,-5.434381674735786,-93.0
10295,2011-06-29,85099B,59,2.016,2,6,United Kingdom,-204.0,197.0,30.0,-11.0,-131.0,22.0,-42.0,1,45.320677492370585,36.0
10296,2011-06-29,22197,0,0.85,2,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10303,2011-06-29,84077,0,0.29,2,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10304,2011-06-29,85099B,0,2.08,2,6,France,0.0,0.0,0.0,-10.0,10.0,0.0,0.0,1,1.008905234488153,0.0
10305,2011-06-29,85099B,0,2.08,2,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10306,2011-06-29,22197,0,1.045,2,6,United Kingdom,8.0,48.0,0.0,-126.0,16.0,109.0,-45.0,1,1.008905234488153,-56.0
10307,2011-06-29,85099B,0,1.95,2,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10308,2011-06-29,84077,0,0.29,2,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10309,2011-06-29,22197,0,0.72,2,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10311,2011-06-29,84077,0,0.29,2,6,EIRE,-48.0,48.0,0.0,0.0,0.0,0.0,0.0,1,10.321404335187998,0.0
10312,2011-06-29,84077,0,0.29,2,6,Denmark,0.0,0.0,0.0,0.0,-48.0,48.0,0.0,1,29.837370078265447,0.0
10313,2011-06-29,85099B,0,2.08,2,6,EIRE,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10314,2011-06-29,84077,0,0.21,2,6,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10315,2011-06-29,85099B,0,2.08,2,6,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10317,2011-06-29,84077,0,0.29,2,6,France,0.0,0.0,0.0,-48.0,48.0,0.0,0.0,1,1.008905234488153,0.0
10318,2011-06-29,85099B,0,1.79,2,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10319,2011-06-29,22197,0,0.85,2,6,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10320,2011-06-29,22197,24,0.85,2,6,EIRE,-12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,24.0
10321,2011-06-29,85099B,0,2.08,2,6,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10322,2011-06-29,22197,0,0.85,2,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10323,2011-06-29,22197,0,0.85,2,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10324,2011-06-29,85099B,0,2.08,2,6,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10326,2011-06-29,84077,0,0.29,2,6,Hong Kong,0.0,0.0,0.0,0.0,0.0,-144.0,144.0,1,26.680316748226144,0.0
10328,2011-06-29,84077,0,0.21,2,6,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10329,2011-06-29,85099B,0,1.79,2,6,Netherlands,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-123.66771836483181,-200.0
10330,2011-06-29,84077,0,0.29,2,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10331,2011-06-29,22197,0,0.85,2,6,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10332,2011-06-29,84077,0,0.29,2,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10333,2011-06-29,85099B,0,2.08,2,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10334,2011-06-29,22197,0,0.85,2,6,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10335,2011-06-29,85099B,0,1.95,2,6,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10336,2011-06-29,22197,0,0.85,2,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10338,2011-06-29,85099B,0,2.08,2,6,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10339,2011-06-30,22197,264,0.7979999999999999,3,6,United Kingdom,-56.0,8.0,48.0,0.0,-126.0,16.0,109.0,1,70.99208900610863,264.0
10342,2011-06-30,84077,0,0.29,3,6,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10343,2011-06-30,22197,0,0.85,3,6,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10344,2011-06-30,85099B,0,1.79,3,6,Netherlands,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,1,10.321404335187998,0.0
10346,2011-06-30,85099B,0,1.79,3,6,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10347,2011-06-30,84077,0,0.21,3,6,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
10348,2011-06-30,22197,0,0.85,3,6,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10349,2011-06-30,85099B,0,2.08,3,6,France,0.0,0.0,0.0,0.0,-10.0,10.0,0.0,1,1.008905234488153,0.0
10350,2011-06-30,84077,0,0.29,3,6,France,0.0,0.0,0.0,0.0,-48.0,48.0,0.0,1,29.837370078265447,0.0
10351,2011-06-30,84077,0,0.29,3,6,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10352,2011-06-30,22197,0,0.85,3,6,EIRE,24.0,-12.0,12.0,0.0,0.0,0.0,0.0,1,1.008905234488153,-24.0
10354,2011-06-30,22197,0,0.85,3,6,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10356,2011-06-30,85099B,0,1.95,3,6,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
10357,2011-06-30,85099B,225,2.424,3,6,United Kingdom,36.0,-204.0,197.0,30.0,-11.0,-131.0,22.0,1,50.279631615382414,166.0
10358,2011-06-30,84077,0,0.29,3,6,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,-144.0,1,1.008905234488153,0.0
10360,2011-06-30,84077,144,0.29,3,6,United Kingdom,-93.0,96.0,0.0,0.0,-96.0,47.0,-47.0,1,39.14986917896528,141.0
